source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Acting career Chase's big break came later in 2002 when she won the lead role as the voice of a Hawaiian girl, Lilo Pelekai, in the Disney animated feature, Lilo & Stitch.","Chases große Pause kam 2002, als sie die Stimme des hawaiianischen Mädchens Lilo Pelekai im Disney Animationsfilm Lilo & Stitch war.","Chase的大突破是在2002年,当时她在Lilo & Stich演Lilo Pelekai。","Chase's big breakthrough was in 2002, when she played Lilo Pelekai in Lilo & Stich.","Chase's big break came in 2002, when she was the voice of the Hawaiian girl Lilo Pelekai in the Disney animation film Lilo & Stitch."
"That is, the term is defined negatively and does not presuppose a genetic relationship.",Der Begriff wird als negativ definiert. Er unterstützt keine genetische Beziehung.,这个词解释得不好 不需要遗传联系,The word doesn't explain well. There's no need for genetic connection.,The term is defined as negative. It does not support a genetic relationship.
"Track listing All tracks written by Tim Rice-Oxley, Tom Chaplin, and Richard Hughes.","Alle Stücke wurden von Tim Rice-Oxley, Tom Chaplin und Richard Hughes geschrieben.",所有曲目都是蒂姆·赖斯-奥克斯利、汤姆·查普林和理查德·休斯撰写的。,"All the tracks were written by Tim Rice-Oxley, Tom Chaplin and Richard Hughes.","All songs were written by Tim Rice-Oxley, Tom Chaplin, and Richard Hughes."
"Their match stemmed from the Royal Rumble, the pay-per-view event two months prior to WrestleMania.","Ihr Spiel begann mit dem Royal Rumble, dem Pay-per-View-Event zwei Monate vor WrestleMania.","他们的比赛来自皇家隆隆比赛, 这是在摔跤马尼娅之前的 一次按日计酬活动。","Their game came from the Royal Lung competition, which was a daily paid event before wrestling Mania.","Their game began with the Royal Rumble, the pay-per-view event two months before WrestleMania."
They had however been reinforced by a detachment of 32 grenadiers from one of the Swiss mercenary regiments summoned to Paris by the King shortly before 14 July.,Eine Ablösung von 32 Grenadiern verstärkten die Schweizer Söldnerregimenter in Paris. Der König hatte sie kurz vor dem 14. Juli herbeigerufen.,"然而,在7月14日之前不久,瑞士国王召来巴黎的一支瑞士雇佣军分队派出了32名格伦迪埃士兵,加强了这些部队。","However, shortly before 14 July, a Swiss mercenary unit called by the King of Switzerland in Paris reinforced the forces by sending 32 Grandier soldiers.",A replacement of 32 Grenadiers strengthened the Swiss mercenary regiments in Paris. The king had summoned them shortly before 14 July.
Cricket pitches The chain also survives as the length of a cricket pitch.,Die Kette ist auch die Länge eines Cricket-Pitches.,"板球场标记,像链条 仍然用作标记长度。","Cricket field tags, like chains, are still used for tag length.",The chain is also the length of a cricket pitch.
"The northern section of Upper Egypt, between El-Ayait and Sohag is sometimes known as Middle Egypt.",Mittelägypten gilt als das Gebiet zwischen El-Ayait und Sohag.,"上埃及北部,El-Ayait和Sohag的北部也称为中埃及。","The north of Upper Egypt, El-Ayait and Sohag, is also known as Central Egypt.",Middle Egypt is considered the area between El-Ayait and Sohag.
It was built from 1961 to 1967 with funding from the World Bank.,Es wurde von 1961 bis 1967 gebaut. Die Weltbank finanzierte den Bau.,"建筑工程建于1961年至1967年,由世界银行资助。",Construction was built from 1961 to 1967 and funded by the World Bank.,It was built from 1961 to 1967. The World Bank financed the construction.
The static charges remain on an object until they either bleed off to ground or are quickly neutralized by a discharge.,"Die statischen Ladungen bleiben auf einem Objekt, bis sie sich in den Boden bewegen oder durch eine Entladung neutralisiert werden.","静态电荷留在物体上,直到它们向地面流血或因排放而迅速中和。",The static charge remains on the object until it bleeds to the ground or is rapidly neutralized by discharge.,The static charges remain on an object until they move into the ground or are neutralized by discharge.
"In chemistry, a solution is a homogeneous mixture composed of two or more substances.",In der Chemie ist eine Lösung ein einheitliches Gemisch mit zwei oder mehr Stoffen.,"两种或两种以上物质构成一种溶液,在化学中。","Two or more substances constitute a solution, chemically.","In chemistry, a solution is a uniform mixture with two or more substances."
Greater Hagerstown is the fastest growing metropolitan area in the State of Maryland and among the fastest growing in the United States.,Die am schnellsten wachsende Metropolregion in Maryland und einer der am schnellsten wachsenden in den Vereinigten Staaten ist Greater Hagerstown.,"马里兰州增长最快的都市地区是大哈格斯镇,是美国增长最快的地区之一。","The fastest growing urban area in Maryland is Grand Haggs Town, one of the fastest growing areas in the United States.",The fastest growing metropolitan area in Maryland and one of the fastest growing in the United States is Greater Hagerstown.
"After he explored this region in 1614, Dutch fur traders sailed up the Connecticut River (then known by the Dutch as Versche Rivier - ""Fresh River"") and built a fort at Dutch Point near present-day Hartford, which they called ""House of Hope"".","Nachdem er diese Region 1614 erkundet hatte, segelten holländische Pelzhändler den Connecticut River hinauf (damals bekannt als Versche Rivier - ""Fresh River"") und bauten ein Fort namens ""House of Hope"" am Dutch Point nahe dem heutigen Hartford.","1614年,荷兰的毛皮贸易商在探索了这一地区之后,登上了康涅狄格河(当时荷兰人称Versche Rivier0, “ Fresh River ” ) 。 他们在现代哈特福德附近的荷兰角建造了一个堡垒,他们称之为“希望之家 ” 。","In 1614, after exploring the region, Dutch fur traders boarded the Connecticut River (then known by the Dutch as Versche River0, “Fresh River”). They built a fortress near the Dutch corner of modern Hartford, which they called a “house of hope.”","After exploring this region in 1614, Dutch fur traders sailed up the Connecticut River (then known as Versche Rivier - ""Fresh River"") and built a fort called House of Hope at Dutch Point near today's Hartford."
"He is sometimes credited with introducing skenographia, or scene-decorationAccording to Vitruvius.","Nach Vitruvius ist er manchmal mit bringen Skenographie, oder Szene-Dekoration gutgeschrieben.","据Vitruvius说,他有时带了标语或场景装饰。","According to Vitruvius, he sometimes carries banners or scenery decorations.","According to Vitruvius he is sometimes credited with bringing scenography, or scene decoration."
"The Socratic Method (or Method of Elenchus or Socratic Debate), named after the Classical Greek philosopher Socrates, is a form of inquiry and debate between individuals with opposing viewpoints based on asking and answering questions to stimulate rational thinking and to illuminate ideas.","Die sokratische Methode wurde nach dem klassischen griechischen Philosophen Sokrates benannt. Sie ist auch als Methode des Elenchus oder der sokratischen Debatte bekannt. Sie ist eine Form der Untersuchung und Debatte zwischen Individuen mit gegensätzlichen Ansichten. Sie basiert auf der Fragestellung und Beantwortung von Fragen, um rationales Denken und Ideen zu fördern.",""" 专制方法 "" 是一种调查和辩论的形式,其基础是提出和回答问题,以激发思考。","The "" autocratic approach "" is a form of investigation and debate based on questions raised and answered in order to stimulate reflection.",The Socratic method was named after the classical Greek philosopher Socrates. It is also known as the method of Elenchus or the Socratic debate. It is a form of investigation and debate between individuals with opposing views. It is based on the questioning and answering of questions to promote rational thinking and ideas.
"Ann Arbor had set aside 40 acres (16 ha) that it hoped would become the site for a new state capitol, but it offered this land to the university when Lansing was chosen as the state capital.","Ann Arbor hat 40 Hektar es hofft, ein neues staatliches Kapitol zu sein. Jedoch gab es dieses Land an die Universität, als Lansing die staatliche Hauptstadt wurde.","Ann Arbor保留了40英亩土地, 成为州官府的所在地, 但当Lansing成为首都时,","Ann Arbor reserved 40 acres of land to become the seat of the state's administration, but when Lansing became the capital, he was able to find a way out of it.","Ann Arbor has 40 hectares it hopes to be a new state capitol. However, this country existed to the university when Lansing became the state capital."
"In the Philippines, oregano, Plectranthus amboinicus, is not commonly used as a cooking ingredient but is primarily considered a medicinal plant, useful for relieving children's coughs.","Auf den Philippinen wird Oregano nicht zum Kochen verwendet, sondern als Heilpflanze zur Linderung von Kinderhusten angesehen.","在Pillipines,Oregano通常不做饭,主要是用来消除儿童咳嗽的医疗设备。","In Pillipines, Oregano does not usually cook, mainly medical equipment for the elimination of children's cough.","In the Philippines, oregano is not used for cooking, but is regarded as a medicinal plant for the relief of child cough."
"On the afternoon of September 30, Laura had acquired enough tropical characteristics to be designated a Tropical Storm.","Am 30. September hatte Laura genug tropische Eigenschaften gewonnen, um als Tropischer Sturm bezeichnet zu werden.","9月30日, 劳拉获得了足够多的热带特征, 命名为热带风暴。","On September 30, Laura acquired enough tropical features to be named Tropical Storm.","On September 30th, Laura had gained enough tropical properties to be called a Tropical Storm."
"However, there are many compounds that are essentially, if not completely, insoluble in water.",Viele Verbindungen sind in Wasser unlöslich.,很多成分不能溶解于水中,Many ingredients are insoluble in water.,Many compounds are insoluble in water.
"An episode of Due South, ""Dr. Long Ball"", was filmed at Arnold Anderson Stadium in Cockshutt Park.","""Dr. Long Ball"" war eine Episode von Due South. Sie wurde im Arnold Anderson Stadion im Cockshutt Park gedreht.","迪恩南方的一集 在科克舒特公园的阿诺德安德森体育场 中弹,是""长球医生""",An episode south of Dean was shot at Arnold Anderson Stadium in Corkshot Park.,"""Dr. Long Ball"" was an episode of Due South. It was shot at Arnold Anderson Stadium in Cockshutt Park."
"He was initially offered a salary of $50,000 as well as a percentage of ownership of the company.",Ihm wurde ein Gehalt von $50.000 angeboten. Sie beinhalteten einen Prozentsatz des Eigentums des Unternehmens in das Angebot sowie.,"向他提供了50 000美元的工资,其中包括在报价中公司所有权的一个百分比。","He was given $50,000 in wages, including a percentage of company ownership in the offer.","He was offered a salary of $50,000. They included a percentage of the company's property in the offer as well."
"When the Reichstag voted to repeal the budget, Brüning had Hindenburg dissolve the Reichstag, just two years into its mandate, and reapprove the budget through the Article 48 mechanism.","Als der Reichstag für die Streichung des Budgets stimmte, hatte Brüning Hindenburg den Reichstag abgesagt und den Haushalt durch Artikel 48 genehmigt.","当帝国议院通过第48条机制表决通过预算时,布吕宁让亨登堡推翻了帝国议院,任期只有两年,并重新批准。","When the Reichstag voted through the 48th mechanism for the adoption of the budget, Brunin allowed Hendenburg to overthrow the Reichstag for a term of only two years and to re-approval it.","When the Reichstag voted to delete the budget, Brüning Hindenburg had cancelled the Reichstag and approved the budget by Article 48."
"FCW's debut show was on June 26, 2007 at Tampa, Florida's Dallas Bull.","Juni 2007 in Tampa, Floridas Dallas Bull, statt.","FCW的首场演出于2007年6月26日举行, 地点是佛罗里达达拉斯公牛Tampa。","The first FCW performance took place on 26 June 2007 at Tampa, Dallas Bull, Florida.","It was held in Tampa, Florida's Dallas Bull, on June 27, 2007."
"Oxnard is the largest city in Ventura County, California in terms of population.","Oxnard City im Ventura County, Kalifornien hat die höchste Einwohnerzahl.","Oxnard是加利福尼亚州文图拉县最大的城市,","Oxnard is the largest city in Ventura County, California.","Oxnard City in Ventura County, California has the highest population."
"On Sunday, August 28, Canadian National Railway (CN) suspended all rail traffic on its lines south of McComb, Mississippi (lines owned by its subsidiary Illinois Central Railroad that extend into New Orleans), in anticipation of damage from the hurricane.","Am Sonntag, dem 28. August, stoppte die Canadian National Railway (CN) den gesamten Eisenbahnverkehr auf ihren Strecken südlich von McComb, Mississippi.","8月28日星期日, 加拿大国家铁路(CN)暂停所有铁路交通,","On Sunday, August 28, Canada's National Railway (CN) suspended all rail traffic.","On Sunday, August 28, the Canadian National Railway (CN) stopped all rail traffic on its lines south of McComb, Mississippi."
"Initially about 30,000 people moved to the goldfields, but by 1863 this had declined to about 3,500 because of the difficult mining conditions.",Etwa 30.000 Menschen zogen auf die Goldfelder. Dies hatte sich aufgrund der schwierigen Bergbaubedingungen bis 1863 auf etwa 3.500 verringert.,"起初,约有30 000人搬到金矿区,到1863年减少到约3 500人,人口减少的原因是采矿条件困难。","Initially, some 30,000 people moved to gold mines and by 1863 to some 3,500, a decline in the population due to difficult mining conditions.","About 30,000 people moved to the goldfields, which had decreased to about 3,500 by 1863 due to difficult mining conditions."
Beresford is a city in Lincoln and Union counties in the U. S. state of South Dakota.,Beresford ist eine Stadt im US-Bundesstaat South Dakota.,贝雷斯福德是美国南达科他州的一个城市。,"Berezford is a city in South Dakota, United States.",Beresford is a city in the U.S. state of South Dakota.
Becker defeated Jim Courier in straight sets to win the 1992 year-end ATP Tour World Championships in Frankfurt.,1992 gewann Becker mit Jim Courier die ATP Tour Championships.,"Becker直接击败了Jim Courier,他赢得了1992年年终ATP在法兰克福举行的世界锦标赛。","Becker directly defeated Jim Courier, who won the 1992 year-end ATP World Championship in Frankfurt.","In 1992, Becker won the ATP Tour Championships with Jim Courier."
His detractors claim he suffered a nervous breakdown during the Rising.,"Seine Kritiker behaupten, er hatte einen Nervenzusammenbruch während des Aufstandes.",批评者说他在《崛起》期间精神崩溃了,Critics say he had a nervous breakdown during Rise.,His critics claim he had a nervous breakdown during the uprising.
"The WIIC calls still reside in Pittsburgh, but on a low-powered independent station airing music videos.","Die WIIC-Anrufe sind immer noch in Pittsburgh auf einer Low-Power-Station, die Musikvideos abspielt.","WIIC的电话仍住在匹兹堡,",WIIC's phone still lives in Pittsburgh.,The WIIC calls are still in Pittsburgh on a low-power station that plays music videos.
"These doppelgängers are typically, but not always, evil in some way.",Diese Doppelgänger sind in der Regel in irgendeiner Weise schlecht.,"这些""双倍""通常,但并不总是 某种程度上是邪恶的","These ""double"" are usually, but not always, in some way, evil.",These doppelgangers are usually in some way bad.
Initially the units were coupled cab-to-cab but it was found more practical to couple Master nose to Slave cab.,"Die Einheiten waren zunächst zusammen Cab-to-Cab. Es wurde als praktischer betrachtet, Meister zu Nasenkabine zu verbinden.","起初,这些单位是计程车对卡布,但后来发现使用这些单位更有用——奴隶计程车的鼻孔。","Initially, the units were taxis to cabs, but later it was found more useful to use them — the nostrils of slave taxis.",The units were initially cab-to-cab together. It was considered more practical to connect masters to the nasal cabin.
"Unlike Henry III, Agnes proved incapable of influencing the election of the new popes, Stephen IX and Nicholas II.","Im Gegensatz zu Heinrich III., Agnes war nicht in der Lage, die Wahl der neuen Päpste, Stephen IX. und Nicholas II.","与亨利三世不同,艾格尼丝无法影响教皇斯蒂芬九世和尼古拉斯二世的选举。","Unlike Henry III, Agnes was unable to influence the elections of Pope Stephen IX and Nicholas II.","Unlike Henry III, Agnes was unable to elect the new popes, Stephen IX and Nicholas II."
"However, Twofish has seen less widespread usage than Blowfish, which has been available for a longer period of time.","Dennoch hat Twofish weniger breite Verwendung als Blowfish gesehen, die länger verfügbar war.",两条鱼不像河豚那么常见,Two fish aren't as common as a dolphin.,"Nevertheless, Twofish has seen less widespread use than Blowfish, which was available longer."
